PersonID,Role,Age,OwnMonthlyIncome,ParentMonthlyIncome,CumulativeFamilyIncome,FamilySize,IncomeBracket,Occupation,MaritalStatus,RecommendedPlan,PremiumType,PlanMonthlyPayment,AvgMaxCoverage
9077,Young Adult,22,40968,0,40968,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
9078,Adult,57,14734,0,14734,1,Low,Blue-collar,Single,Parents Health Insurance,Basic,4515,573070
9079,Teen,18,0,94515,94515,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9080,Adult,36,94877,0,131648,3,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
9081,Child,8,0,95438,95438,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9082,Adult,40,88061,0,137264,1,Medium,Sales Associate,Married,Protability Insurance,Lite,10315,326569
9083,Adult,49,88061,0,88061,1,Medium,Sales Associate,Single,Protability Insurance,Lite,10315,326569
9084,Child,2,0,108000,108000,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
9085,Teen,15,0,139854,139854,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
9086,Teen,19,0,52200,52200,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9087,Teen,14,0,37229,37229,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9088,Adult,34,48981,0,48981,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
9089,Adult,51,116867,0,220848,1,High,Professional,Married,Protability Insurance,Premier,18613,326569
9090,Adult,43,139854,0,176625,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
9091,Adult,61,110601,0,159582,1,High,Professional,Married,Parents Health Insurance,Premier,18790,573070
9092,Adult,41,40968,0,90171,1,Low,Blue-collar,Married,Accidental Coverage,Basic,8791,470322
9093,Adult,35,92044,0,92044,1,Medium,White-collar,Single,Accidental Coverage,Lite,14445,470322
9094,Child,10,0,92009,92009,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9095,Young Adult,20,49203,0,49203,1,Low,Factory Worker,Single,Protability Insurance,Basic,6790,326569
9096,Adult,44,41311,0,41311,1,Low,Service Worker,Single,Accidental Coverage,Basic,8791,470322
9097,Adult,59,42112,0,42112,1,Low,Factory Worker,Single,Parents Health Insurance,Basic,4515,573070
9098,Adult,61,110601,0,110601,1,High,Professional,Single,Parents Health Insurance,Premier,18790,573070
9099,Teen,19,0,94877,94877,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9100,Teen,19,0,50305,50305,7,Medium,Dependent,Single,Accidental Coverage,Lite,14445,470322
9101,Adult,23,17314,0,17314,1,Low,Blue-collar,Single,Protability Insurance,Basic,6790,326569
9102,Adult,30,147069,0,147069,1,High,Executive,Single,Accidental Coverage,Premier,15431,470322
9103,Adult,40,89302,0,89302,1,Medium,White-collar,Single,Accidental Coverage,Lite,14445,470322
9104,Adult,24,52200,0,52200,1,Medium,Sales Associate,Single,Protability Insurance,Lite,10315,326569
9105,Adult,57,94877,0,94877,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
9106,Young Adult,22,42112,0,42112,1,Low,Service Worker,Single,Individual Health Insurance,Basic,4712,669409
9107,Adult,35,107277,0,107277,1,High,Executive,Single,Individual Health Insurance,Premier,18299,669409
9108,Adult,24,110601,0,110601,1,High,Executive,Single,Individual Health Insurance,Premier,18299,669409
9109,Adult,55,36771,0,144048,1,Low,Factory Worker,Married,Parents Health Insurance,Basic,4515,573070
9110,Adult,43,63603,0,190640,2,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
9111,Adult,64,55459,0,55459,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
9112,Adult,52,110601,0,110601,1,High,Executive,Single,Accidental Coverage,Premier,15431,470322
9113,Child,11,0,48211,48211,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9114,Adult,61,94515,0,94515,1,Medium,White-collar,Single,Parents Health Insurance,Lite,10404,573070
9115,Child,9,0,38734,38734,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9116,Adult,51,52200,0,89429,3,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
9117,Child,12,0,107665,107665,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
9118,Adult,27,52200,0,144244,3,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
9119,Young Adult,20,92044,0,92044,1,Medium,Sales Associate,Single,Protability Insurance,Lite,10315,326569
9120,Adult,64,94877,0,94877,1,Medium,Clerical,Single,Parents Health Insurance,Lite,10404,573070
9121,Young Adult,19,64266,0,64266,1,Medium,Clerical,Single,Protability Insurance,Lite,10315,326569
9122,Adult,47,107277,0,162736,1,High,Manager,Married,Protability Insurance,Premier,18613,326569
9123,Adult,32,110353,0,110353,1,High,Professional,Single,Accidental Coverage,Premier,15431,470322
9124,Teen,14,0,49203,49203,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9125,Adult,50,37229,0,37229,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
9126,Child,9,0,37748,37748,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9127,Teen,19,0,94877,94877,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9128,Teen,17,0,50305,50305,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9129,Adult,43,88061,0,88061,1,Medium,Sales Associate,Single,Individual Health Insurance,Lite,13437,669409
9130,Adult,65,40968,0,78197,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
9131,Young Adult,20,36771,0,36771,1,Low,Blue-collar,Single,Protability Insurance,Basic,6790,326569
9132,Adult,50,110601,0,174867,2,High,Manager,Married,Family Health Insurance,Premier,25574,499383
9133,Teen,14,0,124740,124740,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
9134,Teen,13,0,94515,94515,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9135,Adult,39,88061,0,227915,1,Medium,Sales Associate,Married,Individual Health Insurance,Lite,13437,669409
9136,Adult,47,64266,0,101495,3,Medium,Service Worker,Married,Family Health Insurance,Lite,17575,499383
9137,Adult,52,37229,0,37229,1,Low,Service Worker,Single,Protability Insurance,Basic,6790,326569
9138,Adult,30,94877,0,94877,1,Medium,Sales Associate,Single,Accidental Coverage,Lite,14445,470322
9139,Teen,13,0,37229,37229,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9140,Adult,64,103981,0,103981,1,High,Entrepreneur,Single,Parents Health Insurance,Premier,18790,573070
9141,Adult,33,64266,0,189006,4,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
9142,Adult,41,94877,0,205230,2,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
9143,Adult,50,139854,0,139854,1,High,Professional,Single,Individual Health Insurance,Premier,18299,669409
9144,Adult,61,92044,0,147503,1,Medium,Clerical,Married,Parents Health Insurance,Lite,10404,573070
9145,Child,9,0,85559,85559,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
9146,Adult,51,92044,0,134156,3,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
9147,Adult,61,14734,0,14734,1,Low,Blue-collar,Single,Parents Health Insurance,Basic,4515,573070
9148,Teen,18,0,64266,64266,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9149,Teen,14,0,144726,144726,5,High,Dependent,Single,Individual Health Insurance,Premier,18299,669409
9150,Child,11,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9151,Adult,58,127037,0,127037,1,High,Manager,Single,Parents Health Insurance,Premier,18790,573070
9152,Adult,42,52200,0,52200,1,Medium,Technician,Single,Accidental Coverage,Lite,14445,470322
9153,Adult,45,42112,0,42112,1,Low,Factory Worker,Single,Protability Insurance,Basic,6790,326569
9154,Adult,32,94877,0,144080,1,Medium,Sales Associate,Married,Accidental Coverage,Lite,14445,470322
9155,Teen,13,0,127037,127037,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
9156,Adult,55,116867,0,116867,1,High,Entrepreneur,Single,Parents Health Insurance,Premier,18790,573070
9157,Adult,58,144726,0,291795,1,High,Professional,Married,Parents Health Insurance,Premier,18790,573070
9158,Adult,58,92044,0,199321,1,Medium,Sales Associate,Married,Parents Health Insurance,Lite,10404,573070
9159,Young Adult,20,127037,0,168005,1,High,Entrepreneur,Married,Individual Health Insurance,Premier,18299,669409
9160,Adult,64,103981,0,103981,1,High,Manager,Single,Parents Health Insurance,Premier,18790,573070
9161,Adult,29,41311,0,96770,1,Low,Factory Worker,Married,Protability Insurance,Basic,6790,326569
9162,Adult,33,89302,0,141502,1,Medium,Sales Associate,Married,Individual Health Insurance,Lite,13437,669409
9163,Adult,53,116867,0,261593,2,High,Professional,Married,Family Health Insurance,Premier,25574,499383
9164,Child,9,0,85559,85559,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
9165,Adult,65,92044,0,129273,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
9166,Adult,39,147069,0,161986,4,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
9167,Adult,23,139854,0,227915,1,High,Executive,Married,Individual Health Insurance,Premier,18299,669409
9168,Adult,64,36771,0,73542,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
9169,Adult,28,94877,0,211744,2,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
9170,Teen,13,0,36771,36771,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9171,Teen,17,0,116867,116867,6,High,Dependent,Single,Accidental Coverage,Premier,15431,470322
9172,Teen,19,0,103981,103981,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
9173,Adult,63,94877,0,94877,1,Medium,Clerical,Single,Parents Health Insurance,Lite,10404,573070
9174,Adult,62,36771,0,153638,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
9175,Teen,17,0,94515,94515,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9176,Young Adult,19,88061,0,88061,1,Medium,Technician,Single,Individual Health Insurance,Lite,13437,669409
9177,Adult,45,63603,0,63603,1,Medium,Clerical,Single,Protability Insurance,Lite,10315,326569
9178,Adult,49,55459,0,149974,3,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
9179,Teen,17,0,52200,52200,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9180,Young Adult,19,147069,0,254346,2,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
9181,Adult,58,144726,0,181497,1,High,Entrepreneur,Married,Parents Health Insurance,Premier,18790,573070
9182,Adult,43,139854,0,192054,4,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
9183,Child,7,0,95438,95438,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
9184,Child,3,0,67087,67087,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9185,Adult,26,49203,0,64120,1,Low,Factory Worker,Married,Accidental Coverage,Basic,8791,470322
9186,Adult,50,52200,0,52200,1,Medium,Clerical,Single,Accidental Coverage,Lite,14445,470322
9187,Child,12,0,148817,148817,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
9188,Child,9,0,108000,108000,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
9189,Teen,13,0,64266,64266,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
9190,Teen,16,0,110601,110601,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
9191,Teen,14,0,37229,37229,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9192,Teen,14,0,44710,44710,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9193,Child,6,0,37748,37748,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9194,Child,8,0,26656,26656,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9195,Adult,46,50305,0,160658,2,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
9196,Adult,26,50305,0,87534,4,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
9197,Adult,53,116867,0,158979,2,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
9198,Adult,30,64266,0,211335,2,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
9199,Adult,47,22417,0,22417,1,Low,Blue-collar,Single,Accidental Coverage,Basic,8791,470322
9200,Adult,31,107277,0,144506,3,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
9201,Adult,39,94515,0,204868,2,Medium,Service Worker,Married,Family Health Insurance,Lite,17575,499383
9202,Adult,43,147069,0,147069,1,High,Professional,Single,Individual Health Insurance,Premier,18299,669409
9203,Adult,61,36771,0,36771,1,Low,Factory Worker,Single,Parents Health Insurance,Basic,4515,573070
9204,Adult,30,89302,0,199655,4,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
9205,Adult,60,64266,0,101495,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
9206,Adult,39,139854,0,154588,3,High,Executive,Married,Family Health Insurance,Premier,25574,499383
9207,Adult,24,89302,0,178604,2,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
9208,Teen,15,0,55459,55459,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
9209,Adult,23,110601,0,205116,1,High,Professional,Married,Accidental Coverage,Premier,15431,470322
9210,Adult,40,127037,0,168348,4,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
9211,Teen,16,0,124740,124740,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
9212,Young Adult,22,124740,0,189006,2,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
9213,Adult,29,139854,0,139854,1,High,Executive,Single,Individual Health Insurance,Premier,18299,669409
9214,Adult,59,147069,0,241946,1,High,Entrepreneur,Married,Parents Health Insurance,Premier,18790,573070
9215,Child,6,0,149521,149521,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
9216,Adult,47,147069,0,161803,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
9217,Adult,43,50305,0,92417,3,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
9218,Teen,17,0,89302,89302,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9219,Teen,15,0,110353,110353,7,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
9220,Adult,44,144726,0,271763,3,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
9221,Child,8,0,95438,95438,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
9222,Teen,14,0,88061,88061,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
9223,Adult,57,88061,0,88061,1,Medium,Sales Associate,Single,Parents Health Insurance,Lite,10404,573070
9224,Teen,17,0,127037,127037,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
9225,Adult,54,110601,0,110601,1,High,Professional,Single,Protability Insurance,Premier,18613,326569
9226,Adult,38,103981,0,103981,1,High,Manager,Single,Individual Health Insurance,Premier,18299,669409
9227,Child,6,0,38734,38734,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9228,Adult,47,110353,0,220706,4,High,Executive,Married,Family Health Insurance,Premier,25574,499383
9229,Young Adult,21,89302,0,89302,1,Medium,White-collar,Single,Protability Insurance,Lite,10315,326569
9230,Adult,53,107277,0,107277,1,High,Professional,Single,Individual Health Insurance,Premier,18299,669409
9231,Adult,55,14734,0,159460,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
9232,Child,4,0,148817,148817,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
9233,Adult,47,139854,0,154771,3,High,Executive,Married,Family Health Insurance,Premier,25574,499383
9234,Adult,39,139854,0,181165,3,High,Manager,Married,Family Health Insurance,Premier,25574,499383
9235,Young Adult,20,116867,0,161577,2,High,Factory Worker,Married,Family Health Insurance,Premier,25574,499383
9236,Adult,26,110353,0,110353,1,High,Entrepreneur,Single,Individual Health Insurance,Premier,18299,669409
9237,Adult,37,37229,0,37229,1,Low,Blue-collar,Single,Protability Insurance,Basic,6790,326569
9238,Adult,52,48981,0,99286,1,Low,Service Worker,Married,Protability Insurance,Basic,6790,326569
9239,Adult,64,94877,0,94877,1,Medium,White-collar,Single,Parents Health Insurance,Lite,10404,573070
9240,Child,7,0,40931,40931,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9241,Adult,25,64266,0,64266,1,Medium,Clerical,Single,Protability Insurance,Lite,10315,326569
9242,Adult,65,14734,0,63715,1,Low,Factory Worker,Married,Parents Health Insurance,Basic,4515,573070
9243,Adult,24,127037,0,266891,4,High,Professional,Married,Family Health Insurance,Premier,25574,499383
9244,Child,3,0,126736,126736,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
9245,Adult,36,40968,0,40968,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
9246,Adult,32,63603,0,63603,1,Medium,Technician,Single,Individual Health Insurance,Lite,13437,669409
9247,Young Adult,22,14917,0,14917,1,Low,Factory Worker,Single,Individual Health Insurance,Basic,4712,669409
